testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
albaitegi	albaiteji	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#19	443	... Bertan gero so	albaitegi	non den gorputz sainduia ; @ pensa ezak ...
albaiteza	albaiteza	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#17	435	... grazia eta salbatzeko bidia ; @ hari egin	albaiteza	lehen ezagutzia . ...
albaiteza	albaiteza	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#66	1466	... Honekila	albaiteza	beti ere konbersa @ gaixtoeki ezin aite gaizki ...
albanengidio	albanenjidio	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#196	4600	... Parti	albanengidio	hark ez luke parerik , @ alabana nik ...
albanerra	albanerra	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#244	5410	...  	Albanerra	egia nik dut pena handia ; @ sekretuki ...
albaneza	albaneza	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#201	4714	... dazala eskuietan duiena . @ Elas , itzul	albaneza	iragan den denbora , @ segur orai enikezi ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#93	2162	... hertan goiti airian @ eta egonen eskoinetik jujearen	aldean	: @ bekatoreak dolorezki sugarrian lurrian , @ ...
aldetik	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#83	1889	... ifernuia azpitik , @ etsai gaitza akusatzen ezkerreko	aldetik	, @ bekatuiak eskuinetik minzaturen publiki : @ ...
aldi	aldi	aldi	https://monumenta.wikibase.cloud/wiki/Lexeme:L2250	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#261	5658	... « Orai nahi nuzuia heben bortxatu ? @	Aldi	honetan , otoi , utzi nazazu ; @ ...
aldi	aldi	aldi	https://monumenta.wikibase.cloud/wiki/Lexeme:L2250	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#261	5664	... , otoi , utzi nazazu ; @ bertze	aldi	batez jinen nitzaitzu , @ nahi duzunori orduian ...
aldian	aldian	aldi	https://monumenta.wikibase.cloud/wiki/Lexeme:L2250	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#219	5136	... . @ Andrea , mintza ahal baitzinde bertze	aldian	emeago. » ...
aldiz	aldiz	aldiz	https://monumenta.wikibase.cloud/wiki/Lexeme:L2287	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#202	4732	... ohi nizin nik zugatik dolore , @ orai	aldiz	zure faltaz mutatu niz ni ere ; @ ...
aldiz	aldiz	aldiz	https://monumenta.wikibase.cloud/wiki/Lexeme:L2287	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#301	6590	... guzia ; @ bada orai gaztig ezak ,	aldiz	, heure buria , @ kirisailuiari nola hiri ...
aldiz	aldiz	aldiz	https://monumenta.wikibase.cloud/wiki/Lexeme:L2287	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#314	6784	... ohi hintzan @ estimatze gutitan ; @ orai	aldiz	hik behar duk @ ohorea orotan . @ ...
aldiz	aldiz	aldiz	https://monumenta.wikibase.cloud/wiki/Lexeme:L2287	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#326	6879	... hi baitinzan lengoajetan azkena , @ orai ,	aldiz	, izanen iz orotako lehena . @ ...
alegeraki	alejeraki	alea	https://monumenta.wikibase.cloud/wiki/Lexeme:L2318	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#104	2424	... ifernuian beti dolorereki , @ salbatuiak Jeinkoareki beti	alegeraki	@ Jangoikuak dagiela gure partia hoieki . @ ...
alegria	alegria	alegria	https://monumenta.wikibase.cloud/wiki/Lexeme:L2339	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#103	2408	... gauden ene glorian , @ desir oro konpliturik	alegria	handian. » ...
alor	alor	alor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2515	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#182	4274	...  	Alor	hartan hel badakit ereitera hazia @ eta ene ...
alteratu	alteratu	alta	https://monumenta.wikibase.cloud/wiki/Lexeme:L2559	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#28	597	... , otoi , oso neure endelgamenduia , @	alteratu	gabetarik zure fede sainduian @ gauzen untsa egiteko ...
altxa	altxa	altxa	https://monumenta.wikibase.cloud/wiki/Lexeme:L2589	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#328	6911	... Euskaldun den gizon orok	altxa	beza buruia , @ ezi huien lengoajia izanen ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#24	526	... O andere gloriosa eta	ama	eztia ! @ Zutan dago bekatoren esperanza guzia ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#41	936	... nola zagoen haren arima tristia , @ haren	ama	maitia eta mundu ororen habia , @ pena ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#42	957	... Biotzian diraustazu gertuz ,	ama	eztia , @ zure orduko doloriak eta bihotz ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#68	1520	... eta bestak sanktifika debotki ; @ aita eta	ama	ohora izak bizi , izan luzeki ; @ ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#107	2503	... , otoi , egiguzu grazia ; @ zure	ama	anderia dakigula balia . ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#109	2515	... , anderia grazia oroz betia , @ Jeinkoaren	ama	birjen berak ordenatuia , @ zeru eta lur ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#111	2566	... ; @ zuk gibela badidazu , elas ,	ama	eztia , @ ordu hartan diakusazut galdu neure ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#113	2601	... Zu baitzira grazia ororen	ama	eta iturburuia , @ bertute eta hon guzien ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#115	2646	... zuri eman dizi potestate handia , @ haren	ama	ziren gero , ama ere maitia , @ ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#115	2649	... handia , @ haren ama ziren gero ,	ama	ere maitia , @ zeru eta lur orotan ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#121	2798	... @ ordu hartan hel zakitzat , otoi ,	ama	eztia , @ ararteko leial eta neure aiutaria ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#123	2843	... . @ Zeren untsa orit ziten nizaz ,	ama	eztia , @ gogo honez erranen dut zuri ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#131	3017	... oro iraganik ez eriden bertzerik , @ Jeinkoaren	ama	hona grazia oroz beterik ; @ haren amore ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#135	3129	... beria berziari ez du nahi partitu ; @	ama	birjen gloriosa hanbat bada konplitu , @ ororenzat ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#144	3384	... gitzake gomendutan agian ; @ hanbat bada graziosa	ama	ororen gainian , @ jin dadinik ez du ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#148	3489	... Bertze emaztiak	ama	dira zenbait haurto xipiren @ eta gero obororik ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#148	3502	... ezin dirate ; @ zu , Anderia ,	ama	zira birjinarik Jeinkoaren @ eta geroz erregina zeru ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#150	3564	... bertze oro dago zure azpitik , @ Jeinkoaren	ama	zira mundu oroz gainetik . ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#151	3585	... oboro hark ere daidi zugatik ; @ bere	ama	ezin utzi obeditu gaberik ; @ otoi , ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#155	3674	... Haren eta gure ororen	ama	zira dignerik ; @ amak eztu sofritzeko semen ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#155	3688	... @ samurturik badakutsu gure gaizkiegatik , @ ororen	ama	zira eta bake gitzazu bertarik . @ ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#157	3728	...  	Ama	eztia , nik badagit zure kontra faltarik , ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#157	3748	... Elas , norat ihes naidi , zu neure	ama	utzirik ? @ Neuretako ez dazagut zu nolako ...
ama	ama	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#163	3853	... eta bertze oro nontik ginaden sortu ; @	ama	emazte luien ala ez nahi nuke galdatu ; ...
amagatik	amagatik	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#163	3861	... luien ala ez nahi nuke galdatu ; @	amagatik	andre oro behar luke goratu . @ ...
amak	amak	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#154	3651	... Nahi duiena hala duke	amak	semiaganik , @ seme honak anitz daidi amaren ...
amak	amak	ama	https://monumenta.wikibase.cloud/wiki/Lexeme:L2639	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#155	3677	... eta gure ororen ama zira dignerik ; @	amak	eztu sofritzeko semen artian gerlarik ; @ samurturik ...
amaren	amaren	hamar	https://monumenta.wikibase.cloud/wiki/Lexeme:L2730	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#154	3657	... amak semiaganik , @ seme honak anitz daidi	amaren	amorekatik ; @ gure natura haritu du zutan ...
amarik	amarik	hamar	https://monumenta.wikibase.cloud/wiki/Lexeme:L2730	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#157	3755	... utzirik ? @ Neuretako ez dazagut zu nolako	amarik	. ...
amen	amen	amen	https://monumenta.wikibase.cloud/wiki/Lexeme:L2798	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	215	... mundu honetan prosperoki bizia eta bertzian parabizuia .	Amen	 ...
amen	amen	amen	https://monumenta.wikibase.cloud/wiki/Lexeme:L2798	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#307	6742	...  	Amen	 ...
ametsetan	ametsetan	ametseta	https://monumenta.wikibase.cloud/wiki/Lexeme:L2840	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#241	5372	...  	Ametsetan	, agerritan , ni zugatik doloretan ; @ ...
amoratu	amoratu	amoratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L2928	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#234	5296	... egun batetan zenaudela pensetan , @ hanbat zuzaz	amoratu	geroz nuzu penatan. » ...
amoraturik	amoraturik	amoratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L2928	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#154	3664	... amorekatik ; @ gure natura haritu du zutan	amoraturik	; @ Jangoikoa ezarri duzu gure anaieturik . ...
amoraturik	amoraturik	amoratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L2928	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#171	4056	... oroz gainetik ; @ zerutika jaitsi zedin hartzaz	amoraturik	; @ emazteak ezarri du gure anaieturik ; ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#126	2892	... hon lizaten gaztigurik agian enzun liroite , @	Amore	bat hautazeko konseilu bat nekeie , @ balinetan ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#127	2909	... Nihaurk ere uken dizit zeinbait ere	amore	, @ bana bantik ez dut uken probetxurik ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#130	2986	...  	Amore	bat nahi nuke liadutanik egia , @ bizi ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#131	3023	... ama hona grazia oroz beterik ; @ haren	amore	izateko ez da ehor dignerik ; @ untsa ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#133	3064	... Andre hona har dazagun orok gure	amore	, @ bertze oro uzi eta egin hari ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#136	3168	... . @ Emazte eta gizon orok , har	amore	Maria @ eta orori baitekegu berak konplimenduia . ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#139	3239	... . @ Elas , otoi , aribira bertze	amore	falsuiak . @ Harekila segur dugu behar dugun ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#179	4209	... Bertzerena har dazanak beretako	amore	@ oborotan ukenen du plazer bano dolore ; ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#197	4612	...  	Amore	bat onetsi dut guziz soberatuki , @ ene ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#202	4742	... niz ni ere ; @ malenkonia etzitela badukezu	amore	, @ bana ordu bazinduke zenzatzeko zuk ere ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#203	4766	... ogenik baterel @ neure gaizki penatzeko har zinzadan	amore	; @ jagoitikoz ukenen dut nik zugatik dolore ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#205	4781	... Beti penaz izatia gaiz da ene	amore	; @ beti ere behar duta nik zugatik ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#206	4789	...  	Amore	bat uken dizit miragarri jentilik ; @ harekila ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#211	4926	... bihotza daut beti ere nigarrez , @ neure	amore	xotiltua galdu dudan beldurrez ; @ gaoaz lorik ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#246	5425	... — « Uztazu hurtanzera ,	amore	maite . @ orai partizeko damu ginate. » ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#252	5517	... dizit gogoan honela : @ nik nola dadukat	amore	zugana , @ Jeinkoari ere eder zaikala ; ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#258	5605	... — «	Amore	maitia diotsut egia : @ zutan diagozu ene ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#264	5702	... — «	Amore	, etzitela , otoi , despara , @ ...
amore	amore	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#267	5740	...  	AMORE	GOGORRAREN ...
amorea	amorea	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#250	5480	... — « Orano ,	amorea	, gazte gituzu , @ Ieinkuaz oritzeko leku ...
amoreak	amoreak	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#135	3116	... Bertze	amoreak	baten bezi ez dirade perestu , @ nork ...
amorekatik	amorekatik	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#147	3473	... gomendaturik , @ uken ez duien barkamendu zure	amorekatik	; @ ez galdu da ez galduren zure ...
amorekatik	amorekatik	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#154	3658	... semiaganik , @ seme honak anitz daidi amaren	amorekatik	; @ gure natura haritu du zutan amoraturik ...
amorekatik	amorekatik	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#159	3763	... Emaztiak ez gaitz erran ene	amorekatik	; @ gizonek utzi balitzate , elaidite faltarik ...
amorekatik	amorekatik	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#171	4066	... gure anaieturik ; @ andre oro laudatzeko haren	amorekatik	. ...
amorekatik	amorekatik	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#243	5409	... nik , @ mundu oro utzi niro zure	amorekatik	. ...
amoretan	amoretan	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#127	2925	... gal , hanera eta neuri ere ; @	amoretan	plazer baten mila dira dolore . @ ...
amoretan	amoretan	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#128	2931	...  	Amoretan	ote date leial denik batere , @ hitz ...
amoretan	amoretan	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#240	5365	... Bihotzian zauri nuzu eta gatibatu nuzu ; @	amoretan	har nazazu ; nik dudana zure duzu . ...
amorez	amorez	amore	https://monumenta.wikibase.cloud/wiki/Lexeme:L2929	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#220	5137	...  	AMOREZ	 ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#129	2957	... Bekatuzko	amoria	beti date traidore ; @ erioa dauginian egia ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#183	4309	...  	Amoria	ehork ere ez du nahi partitu ; @ ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#185	4361	...  	Amoria	ezin zenzuz ezin daite goberna , @ anitzetan ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#186	4386	...  	Amoria	itsu da eta ez dazagu zuzena , @ ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#199	4657	... Elas ene	amoria	, nola nuzun penatzen , @ zurekila ezin ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#207	4817	... Nork baitere	amoria	niri daraut mutatu , @ nik ez dakit ...
amoria	amoria	amor	https://monumenta.wikibase.cloud/wiki/Lexeme:L2924	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#209	4864	...  	Amoria	, nor izan da gure bion artian ? ...
