aar,aárra
begirada,beguiradá
begirale,beguiralea
begiraile,beguirallea
begiratu,beguiratu
begiratu,beguiratua
begiratzaile,beguiratzallea
begiratze,beguiratzea
begirune,beguirunea
begirunedun,beguiruneduna
begisendari,beguisendaria
begitale,beguitalea
begitandu,beguitandu
begitandu,beguitandua
begitar,beguitarra
begitarte,beguitartea
begizko,beguizcoa
begizkoa egin,beguizcoa eguin
begiztatu,beguiztatu
begiztatu,beguiztatua
beikako,beicacoa
beila,beilla
beilari,beillaria
beilatu,beillatu
beira,beira
beiragile,beiraguillea
beiraki,beiraquia
beirakin,beiraquiña
beirakitu,beiraquitua
beirate,beiratea
beirategi,beirateguia
beiratsu,beiratsua
bela,bela
bela,belaá
belatxiki,belachiquia
belan,belaña
belar,belar
belardi,belardia
belardun,belarduna
belargile,belarguillea
belarki,belarquia
belar,belarra
belarri,belarri
belarri txaule,belarri chaulea
belarri,belarria
belarri,belarriac
belarriko,belarricoa
belarrondoko,belarrondocoa
belartsu,belartsua
belartza,belartza
belatu,belatu
belau,belaua
belaun,belauná
belaunikatu,belaunicatu
belaunikatu,belaunicatua
belaunikatze,belaunicatzea
beltx,belcha
beltxaran,belcharana
beltxarga,belchargá
beldur,beldurra
beldurti,beldurtia
beldurtu,beldurtu
beldurtu,beldurtú
beldurtu,beldurtua
bele alorti,belé alortia
bele,beleá
beletxo,belechoa
belekume,belecumea
beila,bellá
beilaldi,bellaldia
beilegi,belleguia
belots,belotsá
beltz,beltz
beltz,beltza
beltzil,beltzilla
beltzuri,beltzuria
beltzuridun,beltzuriduna
beltzuritu,beltzuritu
beltzuritu,beltzuritua
belu,belu
belutxo,beluchoa
belukor,belucorra
belutu,belutu
belutu,belutua
bemende,bemendea
benaitari,benaitaria
benedikatu,benedicatu
benefiziadu,beneficiadua
beondaztu,beondaztua
bepuru,bepurua
bera,bera
bera,beraa
bera,beraá
berankor,berancorra
berandu,berandu
berandu,berandú
berandutu,berandutu
berandutu,berandutua
berangarri,berangarria
berantze,berantzea
berantzagi,beranzaguia
berdalatz,berdalatza
berdin,berdiñac
berdindu,berdindu
berdindu,berdindú
berdindu,berdindua
berdinez,berdiñeza
berdingarri,berdingarria
berdinkide,berdinquidea
berdinkide,berdinquideac
berdintasun,berdintasuna
berdintzaile,berdintzallea
bere,berea
berezi,bereci
berezi,berecia
berezide,berecidea
berezinde,berecindea
berezikizun,bereciquizuna
berezitu,berecitu
berezitzaile,berecitzallea
beregainki,beregainquia
beregande,beregandea
beregandu,beregandua
bereiztu,bereiztu
bereki,berequia
beresi,beresia
beretar,beretarra
bereter,bereterra
beretsi,beretsia
beretu,beretu
berezkatu,berezcatua
berezko,berezcoa
berezgo,berezgoa
berezki,berezquia
bereztar,bereztarra
bermatu,bermatu
berme,bermea
berna oker,berna oquerra
bernazaki,bernazaquia
bernezur,bernezurra
bero,beroa
bero,beroá
beroaldi,beroaldia
berontzi,berontzia
beroki,beroqui
berorde,berordea
berotasun,berotasuna
berotegi,beroteguia
berotsu,berotsua
berotu,berotu
berotu,berotú
berotu,berotua
berotzaile,berotzallea
berotze,berotzea
berrartu,berrartu
berrartu,berrartua
berregintasun,berreguintasuna
berretu,berretuá
berri,berri
berri on,berri ona
berri on,berri oná
berri,berria
berri,berriac
berritasun,berritasuna
berritsu,berritsu
berritsu,berritsua
berritsukeria,berritsuqueria
berritu,berritu
berritu,berritua
berritzaile,berritzallea
berritze,berritzea
berriz,berriz
berrizale,berrizalea
berriztari,berriztaria
berriztatu,berriztatu
berriztatu,berriztatua
berriztatze,berriztatzea
berrizte,berriztea
berriztu,berriztu
berriztu,berriztua
berrogei,berroguei
berrogeigarren,berrogueigarrena
bertsio,bersioa
bertako,bertacoa
bertatiko,bertaticoa
bertikusi,berticusia
bertiste,bertistea
bertori,bertoria
berun,beruna
berundu,berundua
besaburu,besaburua
besakada,besacada
besakari,besacaria
besaldi,besaldia
besarkatu,besarcatu
besarkatu,besarcatua
besarkatzaile,besarcatzallea
besarkatze,besarcatzea
beseusle,beseuslea
besotxo,besochoa
best,bestac
beste,beste
beste alde,beste aldea
besteratu,besteratu
besteratu,besteratua
besterendu,besterendu
besterendu,besterendua
bestiragarri,bestiragarria
bestiruditze,bestiruditzea
besuteo,besuteoa
betabardail,betabardailla
betabel,betabela
betagarri,betagarria
betaldi,betaldia
betamarr,betamarrac
betande,betandea
betakin,betaquina
betatsu,betatsua
betatu,betatu
betazal,betazala
bete,bete
bete,beté
bete,betea
bete,beteá
betegarri,betegarri
betetasun,betetasuna
betetzaile,betetzallea
betezarri,betezarria
beti,beti
betiko,beticoa
betikoaldi,beticoaldia
betikotasun,beticotasuna
betiraun,betirauna
betiraunde,betiraundea
betiraungarri,betiraungarria
betitasun,betitasuna
betondo,betondoa
betule,betulea
betule,betuleac
betun,betuna
betuste,betustea
betustetu,betustetua
betzigo,betzigoa
betziztu,betziztua
bezatu,bezatú
beztitu,beztitu
bezuzende,bezucendea
bi,bia
biaje,biagea
bial,biala
bial,bialá
bialdu,bialdu
bialkin,bialquiña
biarrati,biarratia
biaurbaso,biaurbasoa
biazkal,biazcala
bibil,bibillá
bizi,bici
bizi,bicia
bizibide,bicibidea
bizikai,bicicaya
bizikor,bicicorra
bizierazle,bicierazlea
biziezgarri,biciezgarria
bizigarri,bicigarria
bizimodu,bicimodua
bizio,bicioa
bizikizun,biciquizuna
bizitasun,bicitasuna
bizitegi,biciteguia
bizitegile,biciteguilea
bizitez,bicitezá
bizitu,bicitu
bizitza,bicitza
bikudatu,bicudatua
bidakaitu,bidacaitua
bidadi,bidadia
bidaje,bidagea
bidago,bidagoa
bidage,bidaguea
bidaisari,bidaisaria
bidalde,bidaldea
bidaldi,bidaldia
bidaldu,bidaldu
bidalketa,bidalqueta
bidarpin,bidarpiña
bidarri,bidarria
bidasari,bidasaria
bidasti,bidastia
bidatzaile,bidatzallea
bide eman,bide emana
bide zorro,bide zorroa
bide,bidea
bide,bideac
bideante,bideantea
bideazko,bideazcoa
bidebasle,bidebaslea
bidekaiztu,bidecaiztua
bidetxigor,bidechigorrac
bideratu,bideratu
bideratu,bideratua
bidezko,bidezcoa
bidezki,bidezquia
bidostari,bidostaria
bidutzi,bidutzia
bidutzidun,bidutziduna
bigarren,bigarrena
bigarrengo,bigarrengoa
bigi,bigya
bihitu,bihitu
bilartez,bilarteza
bildakin,bildaquiña
bildil,bildilla
bildostxo,bildoschoa
bildots,bildotsa
bildu,bildu
bildu,bildú
bildu,bildua
bildu,bilduá
bilduma,bilduma
bildumatu,bildumatu
bildura,bildurá
bildur,bildurra
bilgo,bilgoa
bili,bilia
bilabide,billabidea
bilagarri,billagarria
bilaldi,billaldia
bilakinde,billaquindea
bilakindu,billaquindua
bilari,billaria
bilatu,billatu
bilatu,billatua
bilatzaile,billatzallea
bilatze,billatzea
bilau,billaua
bilaukeria,billauqueria
bilore,billoreac
biluztu,billuztu
bilo,biloa
bilorri,bilorria
bilorruski,bilorrusquia
bilotsu,bilotsua
bilotsu,bilotsua
biltari,biltaria
biltegi,bilteguia
biltoki,biltoquia
biltzaile,biltzallea
biltzaile,biltzállea
biltzarkidatu,biltzarquidatua
biltzarkide,biltzarquidea
biltze,biltzea
biluzi,biluci
biluzi,bilucia
bilur,bilura
biluz,biluza
biluzte,biluztea
bimolde,bimoldeá
binakidatu,biñaquidatua
binakide,binaquidea
binakide,biñaquidea
biola,biola
bioltxo,biolchoa
biolin,biolina
biolinista,biolinista
bionbo,biomboa
biki,biquia
birakor,biracorra
birganbiatu,birgambiatua
biri,biria
biribiltxo,biribilchoa
biribildu,biribildu
biribil,biribilla
biribil,biribillac
biribilatu,biribillatu
biribilatu,biribillatua
biribilatu,biribillatuá
biribilatzaile,biribillatzallea
biribiltasun,biribiltasuna
biribiltsu,biribiltsua
birika,birica
birikaki,biricaquiac
birikodi,biricodiac
birikeri,biriqueria
birjaio,birjayo
birla,birlá
birlandatu,birlandatua
birlandatze,birlandatzea
birloratu,birloratu
birlotu,birlotua
biroki,biroquia
birretatu,birretatua
birtargi,birtarguia
birtautsiki,birtautsiquia
biska,bisca
biskatsu,biscatsua
bisuts,bisutsa
bitarte,bitartea
bitartean,bitartean
bitarteko,bitartecoa
bitarteko,bitartecoac
bitartetze,bitartetzea
bitezarde,bitezardea
bitezar,bitezarra
bitezarri,bitezarria
bitezarri,bitezarriac
bitore,bitorea
bitor,bitorra
bits,bitsa
biurkai,biurcaya
biurtsari,biursaria
bizakai,bizacaya
bizar,bizar
bizar zapi,bizar zapia
bizarge,bizarguea
bizargile,bizarguillea
bizar,bizarrá
bizarra egin,bizarra eguin
bizarra kendu,bizarra quendú
bizarro,bizarroa
bizartsu,bizartsua
bizartzar,bizartzarra
bizkartsu,bizcartsua
bizkotxatu,bizcochatua
bizki,bizquia
bizkitarte,bizquitartea
bizkitartean,bizquitartean
biztanle,biztanlea
biztu,biztu
biztu,biztua
blastekari,blastecaria
blastetako,blastetacoa
bilagarri,bllagarria
boaldari,boaldaria
bobotu,bobotua
boilder,boilderra
boilder,boilderrá
boil,boilla
boil,boillá
boilos,boillosa
boilur,boillurrac
bolada,bolada
bolante,bolantea
bolea,bolea
bolin,boliná
bolingozo,bolingozoa
bolteatzaile,bolteatzallea
bolu,bolua
bonete,bonetea
bonetetxo,bonetechoa
bonetegile,boneteguillea
borboratxo,borborachoa
bortxa,borchá
bortxagile,borchaguillea
bortxagite,borchaguitea
bortxari,borcharia
bortxatu,borchatu
bortxatu,borchatua
borda,borda
borda,bordá
bordakartoi,bordacartoya
bordari,bordaria
bordatu,bordatua
bordatzaile,bordatzallea
bordazain,bordazaina
bordion,bordiona
bordiondegi,bordiondeguia
bordoi,bordoya
borla,borla
borondate,borondatea
borraja,borraja
borratu,borratu
borratu,borratua
borrero,borreroa
borroi,borroya
borta,bortá
bortitz,bortitzá
boskarren,boscarrena
bostetikatu,bosteticatua
bostun,bostuna
bota,bota
botakari,botacaria
botagai,botagaya
botarri,botarria
botatu,botatu
botatu,botatua
botatzaile,botatzallea
botatze,botatzea
botika,boticá
botikario,boticarioa
botin,botiñac
botoigile,botoiguillea
botoitu,botoitua
bozakor,bozacorra
bozaroki,bozaroquia
bozarokitsu,bozaroquitsua
bozatu,bozatu
bozkario,bozcarioa
bozkario,bozcárioa
bozkariogabe,bozcariogabea
bozkariogile,bozcarioguillea
boztu,boztú
boztu,boztua
brageta,bragueta
brasa,brasa
brasero,braseroa
brasontzi,brasoncia
brea,breá
breatu,breatua
breaztatu,breaztatua
brebiario,breviarioa
brida,brida
brida,bridá
bridamorroi,bridamorroya
bridakin,bridaquiña
bridatu,bridatu
bridatu,bridatua
brinkari,brincaria
brinko,brincoa
brindis,brindisa
brio,brioa
briski,brisquia
brontze,broncea
brokel,broquela
brokeldu,broqueldua
brunitu,bruñitua
bubatsu,bubatsua
bukaera,bucaera
bukande,bucandea
bukatu,bucatu
bukatu,bucatú
bukatu,bucatua
bukatze,bucatzea
buzeatu,buceatua
bukondore,bucondorea
bufadaldi,bufadaldia
bufetatu,bufetatua
bufoikeria,bufoiqueria
bufoi,bufoya
buhatu,buhatu
buiatu,buiatua
bularkai,bularcaya
bular,bularra
bulartzar,bulartzarra
bulaurre,bulaurrea
bulkada,bulcada
bulkatu,bulcatu
bulkatze,bulcatzea
bulda,buldá
buldatxo,buldachoa
buldario,buldarioa
buldatu,buldatuá
buldero,bulderoa
buila,bulla
bultza,bultzá
bultzakor,bultzacorra
bultzada,bultzada
bultzadatsu,bultzadatsua
bultzatu,bultzatu
bulusme,bulusmea
bultzada,bulzada
bultzatu,bulzatu
bultzatu,bulzatua
burkaitz,burcaitza
burkaizte,burcaiztea
burkoide,burcoidea
burkoitasun,burcoitasuna
burkoitsu,burcoitsua
burkoitu,burcoitua
burdel,burdel
burdina,burdina
burdinola,burdinola
burezur,burezurra
burgan,burgaña
burla,burla
burla,burlá
burl,burlac
burlagile,burlaguillea
burlati,burlatia
burlatu,burlatu
burlazko,burlazcoa
burnil txuri,burnil churia
burrunba,burrumba
burrunbatu,burrumbatu
buru,buru
buru makur,buru macurra
buru,burua
burubide,burubidea
burubiltxo,burubilchoa
burukada,burucada
burutxo,buruchoa
buruko estalki,buruco estalquia
buruko,burucoa
burukotxo,burucochoa
burukoide,burucoidea
burukoi,burucoya
burupe,burupea
burupetu,burupetua
buruki,buruquia
burukitu,buruquitua
bururdin,bururdiña
burutazio,burutacioa
burutaldi,burutaldia
burutu,burutu
burutu,burutua
buruzagi,buruzaguia
buruzagi,buruzaguiac
buruzut,buruzuta
busti,busti
busti,bustia
bustikai,busticaya
bustigorri,bustigorria
bustiro,bustiroa
buiatu,buyatu
buiatu,buyatua
buzkantz,buzcantzá
buztan motz,buztan motza
buztandun,buztanduna
buztanikara,buztanicara
buztin,buztina
buztin,buztiña
buztingile,buztinguillea
buztinola,buztinola
buztinki,buztinquia
buztintsu,buztintsua
buztintzaile,buztintzallea
buztintze,buztintzea
ka,ca
kabala,cabalá
kabalde,cabaldea
kabi,cabia
kabilde,cabildea
kaboil,caboilla
kabrestukin,cabrestuquiña
kabuil,cabuillá
kaka,cacá
kakalardo,cacalardoa
kakategi,cacateguia
kakatsu,cacatsua
katxunbe,cachumbea
katxupin,cachupina
kako,cacoa
kako,cacoac
kakodun,cacoduna
kakote,cacotea
kadartzu,cadartzua
kaden,cadená
kadira,cadirá
kafe,cafeá
kaiku,caicua
kaiku,caicuá
kaikutxo,caicuchoa
kaiztu,caiztua
kala,calá
kalabaza,calabaza
kalabrote,calabrotea
kalaezin,calaeciña
kalafetari,calafetaria
kalamazi,calamacia
kalamako,calamacoa
kalamu,calamua
kalamulu,calamulua
kalamuki,calamuquia
kalatu,calatu
kalkatu,calcatu
kalejirako,calegiracoa
kales,calesa
kalesari,calesaria
kalezale,calezalea
kalgiro,calguiroa
kailuti,callutia
kalostratxo,calostrachoa
kaltagetu,caltaguetua
kaltari,caltaria
kaltarraitu,caltarraitua
kaltarrai,caltarraya
kaltarte,caltartea
kaltartu,caltartua
kalte egin,calte eguin
kalte,caltea
kaltedun,calteduna
kaltegarri,caltegarria
kaltegile,calteguillea
kaltetari,caltetaria
kaltetsu,caltetsua
kaltetu,caltetu
kaltetu,caltetú
kaltetu,caltetua
kalteztari,calteztaria
kalteztu,calteztua
kanbio,cambio
kanbor,camborra
kamio erreal,camio errealá
kanpo,campoa
kanpotxo,campochoa
kanpoko,campocoa
kanpor,campora
kanpor,camporá
kanporatu,camporatu
kanporatu,camporatua
kamutz,camutzá
kamuztu,camuztua
kanaberadi,cañaberadia
kantxil,canchilla
kandela,candela
kandelatxo,candelachoa
kandelagile,candelaguillea
kandelategi,candelateguia
kandelero,candeleroa
kandu,candua
kanela,canela
kanelaztu,canelaztua
kanoitu,canoitua
kanonizagarri,canonizagarria
kanonizatu,canonizatu
kanonizatu,canonizatua
kanoi,canoyac
kantsatu,cansatua
kanta,cantá
kantatxo,cantachoa
kantal,cantalá
kantaltxulo,cantalchuloa
kantari,cantaria
kantasle,cantaslea
kantatu,cantatua
kantoitu,cantoitua
kantoizale,cantoizalea
kanton,cantoná
kapela,capela
kapela belar,capela belarra
kapela gorri,capela gorriá
kapelagile,capelaguillea
kapitan,capitaná
kapote,capotea
kapusai,capusaya
karabela,carabelá
karabina,carabina
karamelo,carameloa
karaz,carazá
karazko,carazcoa
karkaba,carcaba
kartzelari,carcelaria
kartzelatu,carcelatua
kardari,cardaria
kardatu,cardatu
kardatu,cardatua
kare,carea
karegile,careguillea
karesti,carestia
karezko,carezcoa
kareztatu,careztatu
karga,carga
kargadi,cargadia
kargatu,cargatu
kargatu,cargatua
kargatzaile,cargatzallea
kari,cariá
karmindu,carmindu
karmindura,carmindura
karmintasun,carmintasuna
karnaba,carnaba
karnasi,carnasia
karobi,carobia
karorai,caroraya
kar,carra
karrame,carramea
karraskots,carrascotsa
karraspio,carraspioa
karreatu,carreatu
karrera,carrera
karroza,carroza
karta,cartá
kartapazio,cartapacioa
kartatzete,cartatzetea
kartestalki,cartestalquia
kartoi,cartoya
kartu,cartua
kaskabel,cascabelá
kaskabeltxo,cascabelchoa
kaskamotz,cascamotza
kasi,casia
kasjatorri,casjatorria
kasta,casta
kasta oneko,casta onecoa
kasu,casua
katalogo,catalogo
kataplasma,cataplasma
katazulo,catazuloa
kate,cateá
kateatu,cateatu
kateatu,cateatua
katezismo,catecismoa
katilu,catillua
katutxo,catuchoa
kaudal,caudala
kaudan,caudaná
kausale,causalea
kausatu,causatu
kausatzaile,causatzallea
kausitu,causitu
kaxa,caxa
kaxoitu,caxoitua
kaxoi,caxoya
kai,caya
kai,cayá
kaio,cayo
kaio,cayoa
kazo,cazoa
kazotxo,cazochoa
kazuelatxo,cazuelachoa
ze,cea
zeadigo,ceadigoa
zeadigoti,ceadigotia
zeagi,ceaguia
zeagigurte,ceaguigurtea
zeal,ceala
zealde,cealdea
zeargitu,cearguitua
zebakor,cebacorra
zebakoi,cebacoya
zebaezkor,cebaezcorra
zebatez,cebateza
zekale,cecalea
zekai,cecaya
zezeil,ceceila
zezenko,cecencoa
zezenkotxo,cecencochoa
zezenkodi,cecencodia
zezendari,cecendaria
zezendi,cecendia
zezeo,ceceoa
zezilegi,cecilleguia
zezinatu,ceciñatua
zekorki,cecorquia
zekor,cecorra
zekor,cecorrá
zedabil,cedabillac
zedal,cedala
zedal,cedalá
zedalari,cedalaria
zedali,cedalia
zedalitu,cedalitua
zedalitzaile,cedalitzallea
zeden,cedena
zedeneztatu,cedeneztatua
zedro,cedroa
zegaitu,cegaitua
zegarbi,cegarbia
zegauzti,cegauztia
zegauztoki,cegauztoquia
zegai,cegaya
zegozaindu,cegozaindua
zejakin,cejaquiña
zelaitu,celaitu
zelaitu,celaitú
zelaitu,celaitua
zelata,celata
zelatari,celataria
zelatategi,celatateguia
zelatatu,celatatu
zelatatu,celatatua
zelatatzaile,celatatzallea
zelaustu,celaustua
zenbakizun,cembaquizuna
zenbate,cembatea
zenbatezin,cembateciña
zenbategarri,cembategarria
zenbatetsu,cembatetsua
zenbatetu,cembatetua
zemendil,cemendila
zemingarri,cemingarria
zemuiezgarri,cemuiezgarria
zemui,cemuya
zendu,cendu
zentzu,centzua
zentzun,centzuna
zentzundun,centzunduna
zentzuti,centzutia
zentzatu,cenzatú
zentzatu,cenzatua
zentzutzi,cenzutzia
zepa,cepa
zepa,cepá
zeken,cequen
zeken,cequena
zekentxar,cequencharra
zekenkeria,cequenqueria
zekentasun,cequentasuna
zekide,cequidea
zer,cer
zer,cera
zerabe,cerabea
zerabede,cerabedea
zerba,cerbá
zerbakitu,cerbaquitua
zerebelo,cerebelo
zeregin,cereguiña
zerekikotu,cerequicotua
zero,ceroa
zerra,cerra
zerra,cerrá
zerr,cerrac
zerrakai,cerracaya
zerratxo,cerrachoa
zerragarri,cerragarria
zerralki,cerralquia
zerralkitu,cerralquitua
zerratoki,cerratoquia
zerratu,cerratu
zerratu,cerratua
zerratzaile,cerratzallea
zerrauts,cerrautsa
zerren,cerrena
zerren,cerrená
zerrenda,cerrenda
zerrenda,cerrendá
zerrendategi,cerrendateguia
zerrendats,cerrendatsa
zerrendatu,cerrendatu
zerrendatu,cerrendatua
zerrendu,cerrendua
zerria,cerria
zerria,cerriá
zerrol,cerrolá
zerroldu,cerroldua
zertegi,certeguia
zeru,cerua
zeruko,cerucoa
zerupe,cerupea
zerutarki,cerutarquia
zerutar,cerutarra
zesu,cesua
zetabe,cetabea
zetabegile,cetabeguillea
zeio,ceyoa
txa,chaá
txabaloi,chabaloya
txabarkoi,chabarcoya
txabolaldi,chabolaldia
txabolari,chabolaria
txatxar,chachara
txatxarari,chachararia
txakonari,chaconaria
txakur,chacur
txakur gorotz,chacur gorotza
txakurtxo,chacurchoa
txakurkume,chacurcumea
txakurdi,chacurdia
txakurtar,chacurtarra
txakurtegi,chacurteguia
txal,chala
txalburu,chalburua
txalma,chalmá
txalmatxo,chalmachoa
txalmagin,chalmaguiña
txalmategi,chalmateguia
txalmatu,chalmatú
txalmatu,chalmatua
txalmorratz,chalmorratza
txalupa,chalupa
txamelote,chamelotea
txanpon,champona
txantxatxo,chanchachoa
txantxagorri,chanchagorria
txankre,chancrea
txanda,chanda
txanel,chanela
txano,chanoa
txanotxo,chanochoa
txanogile,chanoguillea
txaol,chaolac
txapel,chapela
txapin,chapiná
txapingile,chapinguillea
txapintegi,chapinteguia
txapuzari,chapuzaria
txakerre,chaquerrea
txakete,chaquetea
txara,chara
txaradi,charadia
txardi,chardia
txarlatari,charlataria
txarkeria,charqueria
txar,charra
txarrabetari,charrabetaria
txarrantxa,charrancha
txarrantxari,charrancharia
txarro,charroa
txarrotxo,charrochoa
txart,charta
txartasun,chartasuna
txartegi,charteguia
txartel,chartela
txarteltxo,chartelchoa
txartes,chartesa
txartes,chartesá
txatargile,chatarguillea
txatar,chatarra
txatar,chatarrá
txau,chaua
txe,chea
txearratu,chearratua
txeatu,cheatua
txekor,checorra
txefaut,chefauta
txegosi,chegosia
txeile,cheilea
txepetx,chepecha
txerbidor,cherbidora
txerlo,cherloá
txermen,chermena
txerri,cherri
txerri talde,cherri taldea
txerri,cherria
txerrikume,cherricumea
txerriondari,cherriondaria
txerriki,cherriquia
txerritoki,cherritoquia
txertatu,chertatu
txertatu,chertatua
txertatzaile,chertatzallea
txertatze,chertatzea
txiatxorrotx,chiachorrocha
txiazai,chiazaya
txibistadi,chibistadia
txitxare,chicharea
txiko,chicoa
txigorkai,chigorcaya
txigortu,chigortu
txigortu,chigortú
txigortu,chigortua
txigortzaile,chigortzallea
txilbor,chilborra
txilborreko,chilborrecoa
txiliabili,chiliabilia
txiliabili,chiliabiliac
txilibitari,chilibitaria
txil,chilla
txilar,chillarra
tximino,chimino
tximista,chimista
tximu,chimua
tximutar,chimutarra
txinaurri,chinaurria
txintxerri,chincherria
txindurri,chindurria
txingartxo,chingarchoa
txingarkor,chingarcorra
txingargile,chingarguillea
txingar,chingarra
txingarri,chingarria
txingartari,chingartaria
txingartsu,chingartsua
txingartu,chingartu
txingor,chingorra
txingor,chingorrac
txikertu,chiquertua
txiki,chiqui
txiki,chiquia
txikiagotu,chiquiagotu
txikitxo,chiquichoa
txikier,chiquiera
txikigarri,chiquigarria
txikitasun,chiquitasuna
txikitu,chiquitu
txikitu,chiquitua
txirku,chircua
txirikorda,chiricorda
txirikordatu,chiricordatu
txirikordatu,chiricordatua
txiribi,chirivia
txirl,chirlac
txirmendu,chirmenduac
txirreusle,chirreuslea
txirri,chirria
txirrika,chirrica
txirrit,chirritac
txirrol,chirrolac
txistatu,chistatu
txiste,chistea
txistu,chistua
txistulari,chistularia
txitezko,chitezcoa
txito,chitoa
txitori,chitoria
txoaberde,choaberdea
txoarre,choarrea
txobakitu,chobaquitua
txokaberdin,chocaberdiña
txokar,chocarra
txokarti,chocartia
txokartu,chocartua
txokate,chocatea
txotx,chocha
txotx,chochac
txotxontzi,chochontzia
txoklo,chocloa
txoko,chocoa
txokolate,chocolatea
txokoratu,chocoratua
txonpe,chompea
txonpetu,chompetua
txopin,chopiña
txokel,choquela
txokezki,choquezquia
txokezkiko,choquezquicoa
txorabil,chorabilla
txoraburu,choraburua
txoragarri,choragarria
txorakeria,choraqueria
txoratu,choratu
txortxorari,chorchoraria
txori,choria
txoriburu,choriburu
txorikari,choricaria
txoritxo,chorichoa
txorimalo,chorimaloa
txoritoki,choritoquia
txoritzar,choritzarra
txoro,choroa
txorten,chortena
txortorri,chortorria
txubildu,chubildua
txubil,chubilla
txuboil,chuboillac
txukatu,chucatu
txukatu,chucatú
txutxari,chucharia
txukun,chucuna
txukun,chucuná
txukundu,chucundua
txularme,chularmeac
txularmetasun,chularmetasuna
txularte,chularteac
txulertz,chulertzac
txulo,chuloa
txulo,chuloac
txupale,chupalea
txupatu,chupatu
txupatu,chupatua
txuri,churia
txurikin,churiquiña
txuriskote,churiscotea
