LAR_LEMMA	EGOKITUA	FAILED_MATCH
Pilonga caſtaña	pilonga castaña	pilonga
Hazerſe pilongas las caſtañas	hazerse pilongas las castañas	hazerse
Piñar	piñar	piñar
Es vn pinchaivas	es vn pinchaivas	es
Pinganelo	pinganelo	pinganelo
Pintamonas	pintamonas	pintamonas
Piqe	piqe	piqe
Piguero	piguero	piguero
Pirauſta	pirausta	pirausta
Piromancia	piromancia	piromancia
Piromantico	piromantico	piromantico
Pirofilacio	pirofilacio	pirofilacio
Piropo	piropo	piropo
Pirotecnia	pirotecnia	pirotecnia
Pitrañioſo	pitrañioso	pitrañioso
Ptipie	ptipie	ptipie
Piro	piro	piro
Qead pitos flautos	qead pitos flautos	qead
Pitorra	pitorra	pitorra
Piruita	piruita	piruita
Piſca	pisca	pisca
Pixide	pixide	pixide
Baſcuence lamaba	bascuence lamaba	bascuence
Place me	place me	place
Plugo à Dios	plugo a dios	plugo
Plegue à Dios	plegue a dios	plegue
Pluguiera	pluguiera	pluguiera
Piana de Albañile veaſe	piana de albañile vease	piana
Panada	panada	panada
Pancha	pancha	pancha
Plachuela	plachuela	plachuela
PIanca	pianca	pianca
Pianes	pianes	pianes
Pianetario	pianetario	pianetario
Pnga	pnga	pnga
Plnis rio	plnis rio	plnis
Ptta el ie	ptta el ie	ptta
Fantar	fantar	fantar
Paſma	pasma	pasma
DPlatear	dplatear	dplatear
Lo que es de plata	lo que es de plata	lo
Hazer platillo	hazer platillo	hazer
Platucho	platucho	platucho
Pauſibilidad	pausibilidad	pausibilidad
Plea	plea	plea
Piebeyo	piebeyo	piebeyo
Plegue à Dios	plegue a dios	plegue
Pleitea r	pleitea r	pleitea
Penipotenciario	penipotenciario	penipotenciario
Peureſia	peuresia	peuresia
Pomado	pomado	pomado
Plumagc	plumagc	plumagc
Plumagcar	plumagcar	plumagcar
Plmaeria	plmaeria	plmaeria
Plumæro	plumaero	plumaero
Plumiou	plumiou	plumiou
Pobſacion	pobsacion	pobsacion
Pohlado	pohlado	pohlado
Pobrerla	pobrerla	pobrerla
Pabreton	pabreton	pabreton
Lo poco es mucho	lo poco es mucho	lo
Pocas vezes	pocas vezes	pocas
RPoco antes	rpoco antes	rpoco
Aguarda vn poco	aguarda vn poco	aguarda
Poladera	poladera	poladera
Lo que no puede hazerſe	lo que no puede hazerse	lo
Puede ſer que ſi	puede ser que si	puede
Lo que ay	lo que ay	lo
Podreeimiento	podreeimiento	podreeimiento
Po inos de cuba	po inos de cuba	po
Polca de el zapato	polca de el zapato	polca
Follera	follera	follera
Poltrona	poltrona	poltrona
Polvoramiento	polvoramiento	polvoramiento
Povorcado	povorcado	povorcado
Itrati	itrati	itrati
Polyanrtea	polyanrtea	polyanrtea
Polyarquia	polyarquia	polyarquia
Polyarquico	polyarquico	polyarquico
Pelygamo	pelygamo	pelygamo
Poligono	poligono	poligono
Polmita	polmita	polmita
Polypaſtos	polypastos	polypastos
Polyſi ndeton	polysi ndeton	polysi
Pormo de eſpada	pormo de espada	pormo
Ponienrte	ponienrte	ponienrte
Ponzoñia	ponzoñia	ponzoñia
PFopar	pfopar	pfopar
Pocquedumbre	pocquedumbre	pocquedumbre
Hazlo por tu vida	hazlo por tu vida	hazlo
Pordioſerla	pordioserla	pordioserla
Porfido	porfido	porfido
Perfirion	perfirion	perfirion
Rorra	rorra	rorra
Haer porra	haer porra	haer
Portales de calles	portales de calles	portales
Prtamanteo	prtamanteo	prtamanteo
Portantillo	portantillo	portantillo
Portarle bien	portarle bien	portarle
Portado	portado	portado
Poiavergas	poiavergas	poiavergas
Poſitivro nombre	positivro nombre	positivro
Poſpoſicion	posposicion	posposicion
Poſieſſo	posieso	posieso
Polſeſsion	polsesion	polsesion
Hazemos todo lo polsible	hazemos todo lo polsible	hazemos
Es poſsible! admirandoſe	es posible! admirandose	es
Lo menos que es poſsible	lo menos que es posible	lo
Lo mejor que ſea poſsible	lo mejor que sea posible	lo
Poſtiilon	postiilon	postiilon
Poſtrimerì as	postrimeri as	postrimeri
Poulados	poulados	poulados
Poitura	poitura	poitura
Poturas	poturas	poturas
Pot	pot	pot
Poeca	poeca	poeca
Porentado	porentado	porentado
Povya	povya	povya
Povyata	povyata	povyata
Practita	practita	practita
Preeautelado	preeautelado	preeautelado
Preciiamente	preciiamente	preciiamente
Preeiſlſado	preeislsado	preeislsado
Prec iſsion	prec ision	prec
Præcocidad	praecocidad	praecocidad
Precoenizado	precoenizado	precoenizado
Eldiablo predicador	eldiablo predicador	eldiablo
Pedicamento	pedicamento	pedicamento
Prcdiccion	prcdiccion	prcdiccion
Prediieccion	prediieccion	prediieccion
Prediiecto	prediiecto	prediiecto
Pree minencia	pree minencia	pree
Preeminenre	preeminenre	preeminenre
Peexcello	peexcello	peexcello
Preexiſtentia	preexistentia	preexistentia
Prefixado	prefixado	prefixado
Piooaó pragotaa	piooao pragotaa	piooao
Pgonero	pgonero	pgonero
Prguntador	prguntador	prguntador
Prelaeìa	prelaeia	prelaeia
Premiat	premiat	premiat
Pemiſſaten el ſilogiſmo	pemisaten el silogismo	pemisaten
Premocſon	premocson	premocson
Prendaede amor	prendaede amor	prendaede
Prenderſe	prenderse	prenderse
Preſſos de la Carcel	presos de la carcel	presos
Prcnuncio	prcnuncio	prcnuncio
Pepoſicion	peposicion	peposicion
Prepofito	prepofito	prepofito
Prepoſteramente	preposteramente	preposteramente
Prerrogativa	prerrogativa	prerrogativa
Ptea	ptea	ptea
Preas	preas	preas
Preagioſo	preagioso	preagioso
Prcsbiterado	prcsbiterado	prcsbiterado
Presbiteral	presbiteral	presbiteral
Presbitero	presbitero	presbitero
Preſcripto	prescripto	prescripto
Precripcion	precripcion	precripcion
Preiea	preiea	preiea
Irè à ſu preſencia	ire a su presencia	ire
Peſentido	pesentido	pesentido
Prefervacion	prefervacion	prefervacion
Preſerviativo	preserviativo	preserviativo
Preitaſor	preitasor	preitasor
Meterlo	meterlo	meterlo
Previcb	previcb	previcb
Primamente	primamente	primamente
Primarianente	primarianente	primarianente
Principatr	principatr	principatr
Principea	principea	principea
Prinopio	prinopio	prinopio
Prirgar	prirgar	prirgar
Prigue	prigue	prigue
Prioſe	priose	priose
Pſion	psion	psion
Prſtno	prstno	prstno
Priſu lo	prisu lo	prisu
Privaxl	privaxl	privaxl
Prvada	prvada	prvada
Privadanente	privadanente	privadanente
Prvanza	prvanza	prvanza
Privao all @	privao all @	privao
Pvar e ſentido	pvar e sentido	pvar
Privarie	privarie	privarie
Privatvo	privatvo	privatvo
Prvilegiar	prvilegiar	prvilegiar
Priviegio	priviegio	priviegio
Proba le lmprenta	proba le lmprenta	proba
Probabilſmo	probabilsmo	probabilsmo
IProbabilſta	iprobabilsta	iprobabilsta
Probarle à vno algo bien	probarle a vno algo bien	probarle
Proceer	proceer	proceer
Proeeder	proeeder	proeeder
Preducir	preducir	preducir
Poducir	poducir	poducir
Pductivo	pductivo	pductivo
Profanacionr profanamiento	profanacionr profanamiento	profanacionr
Protecia	protecia	protecia
Profeta	profeta	profeta
Profeticamente	profeticamente	profeticamente
Profetico	profetico	profetico
Profetiſa	profetisa	profetisa
Profetizar	profetizar	profetizar
Profetizado	profetizado	profetizado
Profeſlor	profeslor	profeslor
Proſundidad	prosundidad	prosundidad
Profiundizar	profiundizar	profiundizar
Progeitura	progeitura	progeitura
Programa	programa	programa
Progimnaſma	progimnasma	progimnasma
Prolijamente	prolijamente	prolijamente
Prolijidad	prolijidad	prolijidad
Protijo	protijo	protijo
Promoc ion	promoc ion	promoc
PBromover	pbromover	pbromover
Propgador	propgador	propgador
Propaiar	propaiar	propaiar
Propaſiar	propasiar	propasiar
Proenſo	proenso	proenso
Prcheca	prcheca	prcheca
Proepiciador	proepiciador	proepiciador
Propinr	propinr	propinr
Propi aidad	propi aidad	propi
Propinq o	propinq o	propinq
Pcpio	pcpio	pcpio
Ppoeneoir	ppoeneoir	ppoeneoir
Proner	proner	proner
Proponrer	proponrer	proponrer
Bolviendo pues al propoſito	bolviendo pues al proposito	bolviendo
Es proprio de los hombres el errar	es proprio de los hombres el errar	es
Lo proprio es	lo proprio es	lo
Propueſſa	propuesa	propuesa
Propugaculo	propugaculo	propugaculo
Prorrata	prorrata	prorrata
Prorratear	prorratear	prorratear
Prorrateado	prorrateado	prorrateado
Prorrateo	prorrateo	prorrateo
Prorroga	prorroga	prorroga
Prorrogar	prorrogar	prorrogar
Prorrogado	prorrogado	prorrogado
Prorrumpir	prorrumpir	prorrumpir
Gaſta mucha proſa	gasta mucha prosa	gasta
Proſcripto	proscripto	proscripto
Proſigue tu	prosigue tu	prosigue
Proſiga aquel	prosiga aquel	prosiga
Proſelito	proselito	proselito
Proſeyante	proseyante	proseyante
Proſlituir	proslituir	proslituir
Proreccion	proreccion	proreccion
Proctetor	proctetor	proctetor
Proteetora	proteetora	proteetora
Hazerſe protervo	hazerse protervo	hazerse
Prototipo	prototipo	prototipo
Hazcr provecho	hazcr provecho	hazcr
Prvena	prvena	prvena
Prouidente	prouidente	prouidente
Prvincia	prvincia	prvincia
RProvico	rprovico	rprovico
Provtifor de el Obiſpo	provtifor de el obispo	provtifor
Proiſoria	proisoria	proisoria
Proviilto	proviilto	proviilto
NProvocar	nprovocar	nprovocar
Prucdencia	prucdencia	prucdencia
Es de prueba	es de prueba	es
Prurito	prurito	prurito
Ptingue	ptingue	ptingue
Publcacion para caſarſe	publcacion para casarse	publcacion
Pucſerico	pucserico	pucserico
Puchericos de niño	puchericos de niño	puchericos
Pucnero	pucnero	pucnero
Pudico	pudico	pudico
RPuerca	rpuerca	rpuerca
Quedſe por puertas	quedse por puertas	quedse
Pugna	pugna	pugna
Purar	purar	purar
Puyjavarte de Hxrracores	puyjavarte de hxrracores	puyjavarte
Es vn pulguillas	es vn pulguillas	es
Puluilar	puluilar	puluilar
Hazer punta	hazer punta	hazer
Hazer punta el ganado	hazer punta el ganado	hazer
Puncto	puncto	puncto
Buelv o al punto	buelv o al punto	buelv
Llegara punto	llegara punto	llegara
Llego à tal punto	llego a tal punto	llego
Pantualmente	pantualmente	pantualmente
Pantuar	pantuar	pantuar
Puñiada	puñiada	puñiada
Puños ſobrepueſtos	puños sobrepuestos	puños
Comovnpuño	comovnpuño	comovnpuño
PFupa	pfupa	pfupa
Purgaciones	purgaciones	purgaciones
PEurgado	peurgado	peurgado
Purificatorium	purificatorium	purificatorium
Pnrificado	pnrificado	pnrificado
Eurificatorio	eurificatorio	eurificatorio
LLa Ll	lla ll	lla
Quadrdo	quadrdo	quadrdo
Qadrete	qadrete	qadrete
Quadrienal	quadrienal	quadrienal
Quadrienio	quadrienio	quadrienio
Qadril	qadril	qadril
Quadriſilabo	quadrisilabo	quadrisilabo
Quadriviſtas	quadrivistas	quadrivistas
Quajar	quajar	quajar
Quales	quales	quales
Rarè quanto pudiere	rare quanto pudiere	rare
Hizo quanto pudo	hizo quanto pudo	hizo
Qunto mas	qunto mas	qunto
Fot quanto nos han dicho que	fot quanto nos han dicho que	fot
Quarcntena	quarcntena	quarcntena
Quareima	quareima	quareima
Quartcar	quartcar	quartcar
Quarreron	quarreron	quarreron
Quarteroues altos de ventana	quarteroues altos de ventana	quarteroues
Quartillas en la beſtia	quartillas en la bestia	quartillas
Ouatriduano	ouatriduano	ouatriduano
Lat	lat	lat
Qge venga	qge venga	qge
Los que	los que	los
Los que eran	los que eran	los
Quebrantura	quebrantura	quebrantura
Querarle	querarle	querarle
Manere	manere	manere
Qualo	qualo	qualo
Qexa	qexa	qexa
Quexa	quexa	quexa
Quexarſe	quexarse	quexarse
Quexido	quexido	quexido
Quexicolo	quexicolo	quexicolo
Quexoſo	quexoso	quexoso
Quetumbre	quetumbre	quetumbre
Quexumbroſo	quexumbroso	quexumbroso
Quexura	quexura	quexura
Quæma	quaema	quaema
Qerellarſe	qerellarse	qerellarse
Quieralo Dios	quieralo dios	quieralo
Tute lo quiſiſte	tute lo quisiste	tute
Querub Querubin	querub querubin	querub
Querubico	querubico	querubico
Qeſeria	qeseria	qeseria
Queſtero	questero	questero
Avis Indica plumis viridantibus qr-	avis indica plumis viridantibus qr-	avis
Quididad	quididad	quididad
Qieto	qieto	qieto
Quijero	quijero	quijero
Ouilma	ouilma	ouilma
Quilo	quilo	quilo
Quimera	quimera	quimera
Qimerico	qimerico	qimerico
Quimeriſta	quimerista	quimerista
Quimica	quimica	quimica
Quimico	quimico	quimico
Qinas	qinas	qinas
Qinario	qinario	qinario
Quindenio	quindenio	quindenio
Quinque folio lo miimo que	quinque folio lo miimo que	quinque
Quinquenio	quinquenio	quinquenio
Quintila	quintila	quintila
Mejera de tercio	mejera de tercio	mejera
Qtiñonero	qtiñonero	qtiñonero
Quirites	quirites	quirites
Quiromanci	quiromanci	quiromanci
Quiromantico	quiromantico	quiromantico
Quironeo	quironeo	quironeo
Quironio	quironio	quironio
Quironomancia	quironomancia	quironomancia
Quiroteca	quiroteca	quiroteca
Quiſquilias	quisquilias	quisquilias
Quitate de ay	quitate de ay	quitate
Qnociente	qnociente	qnociente
LtLL	ltll	ltll
Rabicano	rabicano	rabicano
Rabicbrto	rabicbrto	rabicbrto
Rabſeada	rabseada	rabseada
Raeduras	raeduras	raeduras
Ralz	ralz	ralz
Rajarſe vna pared	rajarse vna pared	rajarse
Rajabroqueles	rajabroqueles	rajabroqueles
Rajadura	rajadura	rajadura
Ramficado	ramficado	ramficado
Arapa terron	arapa terron	arapa
Raque ta	raque ta	raque
Rarefacerle	rarefacerle	rarefacerle
Raretacto	raretacto	raretacto
Raladura de medidas	raladura de medidas	raladura
Ratamente	ratamente	ratamente
Ralado	ralado	ralado
Raiſcar la ſarna	raiscar la sarna	raiscar
Tienes gana de raſco	tienes gana de rasco	tienes
Raſgadura	rasgadura	rasgadura
Raſguñarr	rasguñarr	rasguñarr
Raguñar	raguñar	raguñar
Raſguiio en la pintura	rasguiio en la pintura	rasguiio
Raſionr	rasionr	rasionr
Raſreado	rasreado	rasreado
Raſtrilo	rastrilo	rastrilo
Raſtrogera	rastrogera	rastrogera
Ratiſicado	ratisicado	ratisicado
Eſ peſto en razon	es pesto en razon	es
Razoral	razoral	razoral
Rcal	rcal	rcal
Rcalidad	rcalidad	rcalidad
Rebalfa	rebalfa	rebalfa
Rebalſado	rebalsado	rebalsado
Rebañio	rebañio	rebañio
Relate	relate	relate
Rebiatiia	rebiatiia	rebiatiia
Reeio	reeio	reeio
Rebaar	rebaar	rebaar
Rebajado	rebajado	rebajado
Rebaja	rebaja	rebaja
Rebajo entre Canteros	rebajo entre canteros	rebajo
Reelato	reelato	reelato
Rebeld:a	rebeld:a	rebeld:a
Jebe lion	jebe lion	jebe
Rebentar	rebentar	rebentar
Rebolver veaſe	rebolver vease	rebolver
Reboſadra	rebosadra	rebosadra
Rebotarſe el vino	rebotarse el vino	rebotarse
Retueno	retueno	retueno
Rccalzar aſsi	rccalzar asi	rccalzar
Recapacitacion	recapacitacion	recapacitacion
Recapitalacion	recapitalacion	recapitalacion
Recaulo	recaulo	recaulo
Recabr	recabr	recabr
Recebir	recebir	recebir
Recejar	recejar	recejar
Recelar	recelar	recelar
Recelador	recelador	recelador
Recelo	recelo	recelo
Receloſo	receloso	receloso
Reeentadura	reeentadura	reeentadura
Recetal	recetal	recetal
Rechinador	rechinador	rechinador
Rechinamiento	rechinamiento	rechinamiento
Rechoncho	rechoncho	rechoncho
Reciprocado	reciprocado	reciprocado
Reclamarſe las aves	reclamarse las aves	reclamarse
Reclinarſe	reclinarse	reclinarse
Recluìlr	recluilr	recluilr
Recobrarme yo	recobrarme yo	recobrarme
Recobrarte	recobrarte	recobrarte
Recobrarnos	recobrarnos	recobrarnos
Recobraros	recobraros	recobraros
Reeore	reeore	reeore
Recodir	recodir	recodir
Recrearſe	recrearse	recrearse
Recreida	recreida	recreida
Rctificacion	rctificacion	rctificacion
Recudr	recudr	recudr
Recurrilr à alguno	recurrilr a alguno	recurrilr
Reecir	reecir	reecir
Rede ir veaſe	rede ir vease	rede
Rlencon	rlencon	rlencon
Reditos de algun Cenſo	reditos de algun censo	reditos
Redonlamente	redonlamente	redonlamente
Iedondear	iedondear	iedondear
Redondcado	redondcado	redondcado
Redoendo	redoendo	redoendo
Rcedor	rcedor	rcedor
Rerojo	rerojo	rerojo
Rcdrojo	rcdrojo	rcdrojo
Redruñia	redruñia	redruñia
Reducile	reducile	reducile
Reiucido	reiucido	reiucido
Rccuco	rccuco	rccuco
Redundaneia	redundaneia	redundaneia
Redtndar	redtndar	redtndar
Reediſicacion	reedisicacion	reedisicacion
Reemboilar	reemboilar	reemboilar
Reembollado	reembollado	reembollado
Reegendrar	reegendrar	reegendrar
Refierome à lo dicho	refierome a lo dicho	refierome
Refſerto	refserto	refserto
Refirmarſe	refirmarse	refirmarse
Refiectir en la Catoptrica	refiectir en la catoptrica	refiectir
Reflexa	reflexa	reflexa
Reſlexa	reslexa	reslexa
Reflſexion de la luz en la Catoptrica	reflsexion de la luz en la catoptrica	reflsexion
Retlexo	retlexo	retlexo
Conociriento refſexo	conociriento refsexo	conociriento
Rerrenar	rerrenar	rerrenar
Reſreſcadura	resrescadura	resrescadura
Reſrigerar	resrigerar	resrigerar
Refringirſe en la lDioptrica	refringirse en la ldioptrica	refringirse
Reſulgencia	resulgencia	resulgencia
Reſundicion	resundicion	resundicion
Refundirſe una coſa en otra	refundirse una cosa en otra	refundirse
Rcegadio	rcegadio	rcegadio
Regaliz	regaliz	regaliz
Regañado	regañado	regañado
Regatero	regatero	regatero
Regator	regator	regator
Rcgente	rcgente	rcgente
Rcgimiento de una Villa	rcgimiento de una villa	rcgimiento
Rceglar el papel para eſcribir	rceglar el papel para escribir	rceglar
RecociEado	recocieado	recocieado
Reguilete	reguilete	reguilete
Rcgulacion	rcgulacion	rcgulacion
Rogulo	rogulo	rogulo
Reabilitacion	reabilitacion	reabilitacion
Rehazer	rehazer	rehazer
Rehazer	rehazer	rehazer
Rebazerſe	rebazerse	rebazerse
Rehazerſe en a Milicia	rehazerse en a milicia	rehazerse
Rehazer la chaza	rehazer la chaza	rehazer
Relhilar	relhilar	relhilar
Rohilar	rohilar	rohilar
Iehundir mctales	iehundir mctales	iehundir
Rehurtada	rehurtada	rehurtada
Reynado	reynado	reynado
Reynar	reynar	reynar
Reynante	reynante	reynante
Reyno	reyno	reyno
Rejovenecer	rejovenecer	rejovenecer
Relaxada pared	relaxada pared	relaxada
Reigado	reigado	reigado
Rellenarſe de comida el eſtomago	rellenarse de comida el estomago	rellenarse
Remedador	remedador	remedador
IRemediar	iremediar	iremediar
Remilgada	remilgada	remilgada
Es un remo	es un remo	es
Remolco	remolco	remolco
Eſtà remoto	esta remoto	esta
Removerſe de una parte a otra	removerse de una parte a otra	removerse
Ræmudar	raemudar	raemudar
Imudado	imudado	imudado
Remgar	remgar	remgar
Remnerar	remnerar	remnerar
Remu gr	remu gr	remu
Rcenacilo	rcenacilo	rcenacilo
Reacoroſo	reacoroso	reacoroso
Rer	rer	rer
Rendidameute	rendidameute	rendidameute
Rendija	rendija	rendija
Renegado aſsi	renegado asi	renegado
Renegado	renegado	renegado
Renglada	renglada	renglada
Renglera	renglera	renglera
Renvacion	renvacion	renvacion
Repaſſdera	repasdera	repasdera
Repalſar	repalsar	repalsar
Repaiſado aſsi	repaisado asi	repaisado
Reelar	reelar	reelar
Repeloſa	repelosa	repelosa
Repeuſar	repeusar	repeusar
Reicar	reicar	reicar
Repiquetear campanas	repiquetear campanas	repiquetear
Repiquetearſe	repiquetearse	repiquetearse
Reportarſe	reportarse	reportarse
Repoſada	reposada	reposada
Repoſterìla	reposterila	reposterila
Repregntar	repregntar	repregntar
Repreſalia	represalia	represalia
Repreſentarſele algo à la imaginacion	representarsele algo a la imaginacion	representarsele
Reprobado	reprobado	reprobado
Peptoducido	peptoducido	peptoducido
Rcpugnancia	rcpugnancia	rcpugnancia
Rcequerido aſsi	rcequerido asi	rcequerido
Requerirſe ſer neceſſario	requerirse ser necesario	requerirse
Requiero	requiero	requiero
Requiſitoria de vn Jucz à Orro	requisitoria de vn jucz a orro	requisitoria
Relabido	relabido	relabido
Reialido	reialido	reialido
Reſaltado aſsi	resaltado asi	resaltado
Rcſello	rcsello	rcsello
Relembrar	relembrar	relembrar
Hazer reſeña	hazer reseña	hazer
Reſguardarſe	resguardarse	resguardarse
Reſignatio	resignatio	resignatio
Reſueltoaſsi	resueltoasi	resueltoasi
Repecto de eſſo	repecto de eso	repecto
Eſtà echando reſpingos	esta echando respingos	esta
Reipondencia	reipondencia	reipondencia
Reipondiente	reipondiente	reipondiente
Reiquiebradura	reiquiebradura	reiquiebradura
Rſtablecer	rstablecer	rstablecer
Reſtada pelota	restada pelota	restada
Reftituìr	reftituir	reftituir
Reſtituìlr	restituilr	restituilr
Reſtitucion	restitucion	restitucion
Reſueitado	resueitado	resueitado
Refumidamente	refumidamente	refumidamente
Retejador	retejador	retejador
Reteje	reteje	reteje
Retoñado	retoñado	retoñado
Retoreidos	retoreidos	retoreidos
Retſerto	retserto	retserto
Retoricas	retoricas	retoricas
Rctozar la riſa	rctozar la risa	rctozar
Retraer	retraer	retraer
Retraido aſsi	retraido asi	retraido
Retraer	retraer	retraer
Retraido aſsi	retraido asi	retraido
Retraerſe	retraerse	retraerse
Retraimiento	retraimiento	retraimiento
Retratacion retractacion	retratacion retractacion	retratacion
Retrere	retrere	retrere
Retrotraer	retrotraer	retrotraer
Retrotraido	retrotraido	retrotraido
Retrucado	retrucado	retrucado
Rctruco	rctruco	rctruco
Reventado eſtoy	reventado estoy	reventado
Reveton lo miſmo que	reveton lo mismo que	reveton
Reverdecido	reverdecido	reverdecido
Reveronciador	reveronciador	reveronciador
Reverendilsimo	reverendilsimo	reverendilsimo
Reverentemente	reverentemente	reverentemente
Eſta voz es del Baſcuence	esta voz es del bascuence	esta
Reveſlado	reveslado	reveslado
Revreſtido	revrestido	revrestido
Reveſtdo eſt	revestdo est	revestdo
Revrezo	revrezo	revrezo
Reviior	reviior	reviior
Revriita en la guerra	revriita en la guerra	revriita
Rcvocar	rcvocar	rcvocar
Pevocado	pevocado	pevocado
Reolcado	reolcado	reolcado
Revolcadura	revolcadura	revolcadura
Reolvedor	reolvedor	reolvedor
Revuelco	revuelco	revuelco
Revuelta	revuelta	revuelta
Rcy de banda	rcy de banda	rcy
Rezagarſe	rezagarse	rezagarse
Veanſe en @	veanse en @	veanse
Ricohombre	ricohombre	ricohombre
Rigidamente	rigidamente	rigidamente
Rijo	rijo	rijo
Rijoſo	rijoso	rijoso
Ron de el invierno	ron de el invierno	ron
Riponce	riponce	riponce
Rſa da	rsa da	rsa
Rſibilidad	rsibilidad	rsibilidad
Ritmico	ritmico	ritmico
Ritmo	ritmo	ritmo
Iocador	iocador	iocador
Ro	ro	ro
Rodadoer	rodadoer	rodadoer
Rotari	rotari	rotari
Roillada	roillada	roillada
Rodomel	rodomel	rodomel
Rodo	rodo	rodo
Rocgaciones	rocgaciones	rocgaciones
Rojear	rojear	rojear
Rojo	rojo	rojo
Hazerſe rollizo	hazerse rollizo	hazerse
Vete al rollo	vete al rollo	vete
Romaizo	romaizo	romaizo
Ronmance	ronmance	ronmance
Roboides	roboides	roboides
Ron	ron	ron
Romer	romer	romer
Ropimiento	ropimiento	ropimiento
Eft	eft	eft
Rcea	rcea	rcea
IRonchon	ironchon	ironchon
Rondiz	rondiz	rondiz
Ron	ron	ron
Ronuera	ronuera	ronuera
Ronal	ronal	ronal
Ropnear na car	ropnear na car	ropnear
Roua	roua	roua
Ronoſo	ronoso	ronoso
Hazerſe	hazerse	hazerse
Ropaje	ropaje	ropaje
Ropavejcria	ropavejcria	ropavejcria
Ropav ejero	ropav ejero	ropav
Cſtillo roquero	cstillo roquero	cstillo
Rtulalo	rtulalo	rtulalo
Rtulio	rtulio	rtulio
Rozaganre	rozaganre	rozaganre
Runa	runa	runa
Pnano	pnano	pnano
IRubia	irubia	irubia
Rubian	rubian	rubian
Ru bro	ru bro	ru
Rumbadas	rumbadas	rumbadas
Runrun	runrun	runrun
Rupicabra	rupicabra	rupicabra
Sa andija	sa andija	sa
Sabañion	sabañion	sabañion
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperft	imperft	imperft
Siendo acuſativo de plural	siendo acusativo de plural	siendo
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Es a ſaber	es a saber	es
Saiamente	saiamente	saiamente
Sacadineros	sacadineros	sacadineros
Sacaſillas	sacasillas	sacasillas
Sàeatrapos	saeatrapos	saeatrapos
Saeerdote	saeerdote	saeerdote
Scerdotiſa	scerdotisa	scerdotisa
Saehar	saehar	saehar
Sadclo	sadclo	sadclo
Satiar	satiar	satiar
Sac	sac	sac
Sacriſicador	sacrisicador	sacrisicador
Saetica	saetica	saetica
Sainado	sainado	sainado
Salchichion	salchichion	salchichion
Ramalia in faſces colligata	ramalia in fasces colligata	ramalia
Sagar	sagar	sagar
Salia	salia	salia
Oſcio de Salinero	oscio de salinero	oscio
Salxdo	salxdo	salxdo
Salt e	salt e	salt
Saitrero	saitrero	saitrero
Salivacicn	salivacicn	salivacicn
Saludable	saludable	saludable
Hazer la ſalva	hazer la salva	hazer
Salvagina	salvagina	salvagina
Sanalo todo	sanalo todo	sanalo
Sanado	sanado	sanado
Sanchochado	sanchochado	sanchochado
Eſta voz	esta voz	esta
Sagria	sagria	sagria
Saniento	saniento	saniento
Sarguiueo	sarguiueo	sarguiueo
Suguis	suguis	suguis
Sanguiiorva	sanguiiorva	sanguiiorva
Santiſicar	santisicar	santisicar
Eantificado ſea tu nombre	eantificado sea tu nombre	eantificado
Sanctificatus	sanctificatus	sanctificatus
Santiguadora	santiguadora	santiguadora
Sauntiguado	sauntiguado	sauntiguado
Santilsimo	santilsimo	santilsimo
Saguera	saguera	saguera
Saqilada	saqilada	saqilada
Sardonix	sardonix	sardonix
Sarjeta	sarjeta	sarjeta
Vna ſarten mayor	vna sarten mayor	vna
Satelitesr de Jupiter	satelitesr de jupiter	satelitesr
Satira	satira	satira
Satirico	satirico	satirico
Satirizante	satirizante	satirizante
Satiro	satiro	satiro
Saugatillo	saugatillo	saugatillo
Sa yon	sa yon	sa
Sec reario	sec reario	sec
Secretillos	secretillos	secretillos
Hazer ſed	hazer sed	hazer
Scda	scda	scda
Sedieto	sedieto	sedieto
Sedija	sedija	sedija
Elverbo	elverbo	elverbo
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Impotf	impotf	impotf
Indicat	indicat	indicat
Imperf	imperf	imperf
Siguiendote	siguiendote	siguiendote
Imperf	imperf	imperf
Sìyo te ſiguieſſe	siyo te siguiese	siyo
Indic	indic	indic
Imperf	imperf	imperf
Ite m	ite m	ite
Im per	im per	im
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Sigueme	sigueme	sigueme
Sigame à mì	sigame a mi	sigame
Bo	bo	bo
Aqua ſecundo loco eadem nive frig	aqua secundo loco eadem nive frig	aqua
Scgurar	scgurar	scgurar
Segridad	segridad	segridad
Sel	sel	sel
Scleccion	scleccion	scleccion
Selvatiquet	selvatiquet	selvatiquet
Aſpectus	aspectus	aspectus
Vn ſemeſtre	vn semestre	vn
Seinidifunto	seinidifunto	seinidifunto
Feinario	feinario	feinario
Scninima	scninima	scninima
Eeno	eeno	eeno
Senlacion	senlacion	senlacion
Snſibiidad	snsibiidad	snsibiidad
Seniada lo miſmo que	seniada lo mismo que	seniada
